Wind speed,Output power,Nacelle temperature,Generator speed,Pitch motor temperature 1,Pitch motor temperature 2,Pitch motor temperature 3,Pitch angle 1,Pitch angle 2,Pitch angle 3,Pitch torque 1,Pitch torque 2,Pitch torque 3
3.6,152.1,13.3,1098.5,30,26,29,0,0,0,-8.11,-5.52,-6.16
3.69,153.5,11.3,1100.3,30,26,30,0,0,0,-5.8,-5.35,-6.17
3.69,162.3,11.4,1098.7,30,26,30,0,0,0,-8.64,-5.63,-6.13
3.6,129.3,12.7,1101.4,30,26,30,0,0,0,-5.62,-4.68,-6.08
3.65,135.5,12.9,1100,30,26,30,0,0,0,-5.72,-4.95,-7.37
3.68,133,13,1100.5,30,26,30,0,0,0,-5.81,-5.62,-6.28
3.61,152.8,12.8,1099.8,30,26,30,0,0,0,-5.92,-4.61,-5.93
3.69,151.1,12.7,1100,30,26,30,0,0,0,-5.97,-4.4,-6.17
3.69,142.9,13.7,1101.5,30,26,30,0,0,0,-5.42,-5.34,-6.72
3.63,150.9,13.9,1101.5,30,26,30,0,0,0,-6.13,-5.24,-6.65
3.68,184.6,10.5,1100.5,29,27,31,0,0,0,-2.81,-4.96,-7.33
3.63,165.3,10.4,1099.5,29,27,30,0,0,0,-6.19,-4.45,-7.35
3.69,152.7,10.5,1100.2,29,26,30,0,0,0,-6.03,-5.95,-7.31
3.64,145.3,14.2,1099.3,24,23,26,0,0,0,-3.8,-6.48,-5.46
3.6,162.7,14.1,1100,26,23,27,0,0,0,-5.6,-3.99,-5.74
3.68,160.6,13.2,1099.3,29,26,30,0,0,0,-6.56,-4.49,-5.32
3.64,161.9,11.7,1097.2,31,29,33,0,0,0,-3.22,-5.9,-7.89
3.64,179.7,10.7,1102.4,30,27,31,0,0,0,-5.35,-5.26,-5.8
3.61,102.7,11.7,1101.3,29,27,31,0,0,0,-2.4,-6.42,-7.11
3.6,167.9,11.7,1100,29,26,30,0,0,0,-5.28,-5.67,-7.13
3.64,193.4,11.9,1101.5,29,26,30,0,0,0,-7.49,-5.69,-7.16
3.66,149.8,11.6,1100.3,29,26,30,0,0,0,-5.2,-5.83,-7.22
3.64,142.2,11.7,1101.5,29,26,30,0,0,0,-2.69,-6.07,-7.19
3.63,140.7,13.5,1099.5,29,27,30,0,0,0,-7.08,-5.85,-6.07
3.63,155.4,13.2,1099.7,26,23,26,0,0,0,-5.37,-6.79,-6.09
3.68,162.4,12.7,1097.5,26,23,27,0,0,0,-4.24,-6.18,-6.43
3.62,190.4,12.7,1100.5,26,23,27,0,0,0,-3.6,-5.74,-7.14
3.67,186.6,13.1,1101.3,27,24,27,0,0,0,-3.03,-5.9,-7.56
3.62,154.4,14,1098.5,19,17,20,0,0,0,-5.49,-5.9,-4.46
3.6,150.5,14.2,1098,20,17,20,0,0,0,-6.35,-7.76,-3.98
3.64,177.5,14.6,1100,20,17,21,0,0,0,-5.08,-7.28,-4.39
3.6,187.7,14.1,1099.8,33,30,33,0,0,0,-4.26,-5.41,-6.88
3.74,192.6,12.1,1100.7,19,17,20,0,0,0,-5.95,-3.87,-4.69
3.78,158.4,14.3,1099,26,23,27,0,0,0,-2.96,-5.76,-5.51
3.7,143.5,14.1,1099.3,23,20,23,0,0,0,-6.83,-6.39,-6.42
3.7,196.9,11.7,1100.2,30,27,30,0,0,0,-4.75,-5.83,-5.65
3.76,188.9,10.2,1099.8,33,29,31,0,0,0,-4.35,-5.88,-5.76
3.74,168.6,12,1098.5,31,27,30,0,0,0,-3.5,-6.56,-6.06
3.76,138.6,14.9,1100.5,30,27,29,0,0,0,-3.62,-6.35,-5.64
3.7,137.7,14.3,1097.5,20,17,21,0,0,0,-3.03,-5.64,-4.41
3.73,124,11.1,1100.1,24,20,24,0,0,0,-5.23,-4.68,-7.06
3.76,198.4,12.1,1107.5,26,23,26,0,0,0,-2.57,-4.81,-6.95
3.7,173,12.9,1100.3,26,23,26,0,0,0,-2.6,-5.9,-6.7
3.76,146.3,10.6,1100.7,19,16,19,0,0,0,-6.69,-5.79,-5.94
3.71,153.1,12,1099.6,26,23,26,0,0,0,-5.64,-6.32,-6.61
3.7,177.3,11.8,1099.6,26,23,26,0,0,0,-6.29,-4.85,-6.18
3.75,171.5,11.7,1099.6,26,24,27,0,0,0,-6.15,-5.92,-5.98
3.72,138.9,11.7,1099.6,26,23,27,0,0,0,-5.15,-4.21,-4.84
3.74,195.9,11.2,1100.2,27,24,27,0,0,0,-4.51,-4.6,-5.72
3.7,191.2,10.3,1101.5,24,21,24,0,0,0,-4.39,-6.27,-8.97
3.75,173.4,10.2,1099.8,24,21,24,0,0,0,-3.69,-6.02,-4.83
3.7,160.1,10.1,1099.4,24,21,24,0,0,0,-3.52,-5.88,-4.46
3.73,178.4,10.2,1099.4,24,21,24,0,0,0,-7.85,-5.21,-5.01
3.73,161.9,10.3,1100.5,26,23,27,0,0,0,-4.22,-5.94,-7.36
3.7,155.6,10.3,1100.7,27,23,27,0,0,0,-4.02,-5.58,-5.06
3.73,145,10.4,1099.7,26,23,27,0,0,0,-6.96,-5.81,-6.24
3.72,159.8,10.5,1099,26,24,27,0,0,0,-5.66,-5.79,-6.24
3.78,163,10.5,1100.7,26,23,27,0,0,0,-4.09,-5.94,-5.46
3.7,151.2,12.9,1101.5,30,26,30,0,0,0,-6,-5.58,-7.65
3.77,139.2,12.4,1098,30,26,30,0,0,0,-8.38,-5.81,-6.22
3.7,154.1,11.9,1100.8,30,26,30,0,0,0,-5.97,-5.32,-7.27
3.7,171.5,12.1,1098.7,30,26,29,0,0,0,-8.18,-5.52,-6.1
3.71,166.4,12.1,1099,30,26,30,0,0,0,-6.17,-4.97,-6.15
3.7,165.6,11.7,1099.1,30,26,30,0,0,0,-8.48,-5.5,-6.25
3.7,142.4,12.5,1100.2,30,26,30,0,0,0,-7.2,-3.93,-7.58
3.7,183.9,12.8,1100.7,30,26,30,0,0,0,-5.03,-3.87,-7.36
3.7,166.2,12.1,1101,30,26,30,0,0,0,-5.9,-5.31,-7.43
3.79,178,13,1099.6,30,26,30,0,0,0,-7.67,-3.42,-7.65
3.76,164.3,13.2,1099.8,30,26,30,0,0,0,-8.48,-4.96,-6.22
3.78,155.3,13.7,1099.4,30,26,30,0,0,0,-8.47,-4.37,-7.25
3.78,147.9,14.6,1098.8,30,26,30,0,0,0,-6.16,-4.53,-7.26
3.75,168.7,14.4,1099.3,30,27,31,0,0,0,-4.27,-4.35,-8.09
3.79,171.1,11.6,1101.5,31,29,33,0,0,0,-4.26,-6.18,-7.25
3.71,181.6,10.5,1098.8,30,29,33,0,0,0,-3.1,-5.2,-7.74
3.72,190.5,10.2,1097.3,30,27,31,0,0,0,-4.23,-5.19,-7.74
3.7,188.4,10.1,1103.2,29,27,30,0,0,0,-5.35,-4.17,-7.31
3.7,145.2,10.3,1098,29,27,30,0,0,0,-4.02,-4.93,-7.31
3.77,152.9,10.3,1098.5,29,26,30,0,0,0,-3.61,-6.34,-7.28
3.77,197,10,1101.9,27,26,30,0,0,0,-5.6,-6.1,-7.34
3.78,143.1,14.6,1100,26,23,27,0,0,0,-6.13,-4.19,-5.63
3.73,149,14.1,1099.5,27,24,27,0,0,0,-4.08,-4.46,-5.81
3.72,151.2,13.9,1101,27,26,29,0,0,0,-5.03,-5.8,-7.78
3.74,127,11.8,1101,29,27,30,0,0,0,-3.68,-4.31,-7.17
3.71,138.5,11.7,1099.5,29,27,30,0,0,0,-4.99,-6.01,-7.15
3.7,161.1,11.4,1099.3,29,26,30,0,0,0,-6.06,-5.57,-7.22
3.79,154.8,11.4,1099,29,26,30,0,0,0,-5.35,-3.38,-7.24
3.71,193.6,11.3,1102.5,21,20,23,0,0,0,-6.74,-4.94,-7.34
3.7,147.6,11.7,1098.5,23,20,24,0,0,0,-6.48,-4.81,-5.61
3.72,107.4,11.8,1099.3,24,21,24,0,0,0,-3.55,-4.31,-6.9
3.77,85.6,13.6,1097,26,23,27,0,0,0,-3.51,-4.05,-6.38
3.75,100.6,13.3,1099.5,26,23,27,0,0,0,-3.83,-5.72,-6.06
3.7,176,12.8,1098.4,27,24,27,0,0,0,-6.32,-4.15,-5.77
3.72,126.2,14.9,1098.2,21,19,21,0,0,0,-6.42,-5.22,-7.87
3.74,198.2,14.9,1103.2,21,19,23,0,0,0,-5.33,-5.88,-4.81
3.7,181.4,14.5,1099,33,31,33,0,0,0,-6.76,-6.02,-6.88
3.72,184.6,14.9,1099.5,33,31,34,0,0,0,-6.49,-4.05,-6.96
3.82,128.5,11.4,1099.2,19,16,20,0,0,0,-1.93,-6.5,-4.9
3.86,199.1,11.6,1104.3,20,17,21,0,0,0,-2.27,-3.76,-4.87
3.86,164.1,14.6,1099.5,29,26,29,0,0,0,-6.64,-5.88,-6.59
3.86,195.5,11.8,1107.5,30,27,30,0,0,0,-6.47,-5.57,-5.48
3.85,142.9,10.4,1101.5,33,29,31,0,0,0,-9.01,-4.76,-5.74
3.86,165.6,10.3,1102.8,33,29,30,0,0,0,-5.39,-5.81,-5.72
3.81,162.7,12.6,1097.7,31,27,30,0,0,0,-5.24,-6.53,-5.67
3.87,199.2,12.9,1107.2,31,27,30,0,0,0,-5.56,-5.74,-5.75
3.89,140.7,14.1,1100,30,27,29,0,0,0,-5.75,-6.06,-5.94
3.81,161,13.8,1100.8,20,16,20,0,0,0,-3.24,-5.1,-4.01
3.8,196,11.6,1100.3,30,26,30,0,0,0,-5.21,-5.63,-5.63
3.81,150,11.6,1096.5,30,26,30,0,0,0,-4.69,-6.13,-4.46
3.81,157.3,11.7,1100.1,24,21,24,0,0,0,-2.55,-6.42,-6.26
3.84,191.8,12.1,1100.7,24,21,24,0,0,0,-6.58,-5.35,-5.94
3.82,184.9,12.7,1102,26,23,27,0,0,0,-4.42,-3.38,-6.97
3.84,158.9,10.8,1100.7,19,16,20,0,0,0,-6.38,-6.65,-7.06
3.82,184.8,10.8,1100.7,19,16,20,0,0,0,-7.18,-3.43,-5.72
3.84,179.5,10.8,1100.7,19,16,20,0,0,0,-6.73,-6.63,-6.67
3.8,178.9,11.9,1099.6,26,23,27,0,0,0,-3.75,-6.08,-5.44
3.8,172.7,11.8,1100.2,26,24,27,0,0,0,-2.71,-4.56,-4.85
3.84,158.9,12,1100.2,26,23,27,0,0,0,-5.81,-5.29,-6.65
3.82,170.6,12,1098,27,24,27,0,0,0,-3.58,-6.09,-5.99
3.82,193.3,11,1098,27,24,27,0,0,0,-4.74,-4.43,-5.13
3.87,189.6,11.7,1099,37,33,36,0,0,0,-4.79,-5.41,-4.56
3.89,173.1,14.6,1097.5,29,27,30,0,0,0,-4.49,-4.21,-5.94
3.8,178.3,14.5,1097.5,29,27,30,0,0,0,-4.26,-5.38,-5.84
3.89,169.6,10.4,1100.2,27,24,27,0,0,0,-6.09,-5.73,-7.47
3.85,166.8,10.5,1099.2,27,24,27,0,0,0,-5.71,-6.1,-6.79
3.86,178.2,10.4,1100.2,27,23,27,0,0,0,-4.25,-5.83,-6.02
3.88,192.9,10.5,1100.8,27,24,27,0,0,0,-6.7,-4.37,-6.78
3.87,149.4,10.4,1099.7,29,26,29,0,0,0,-3.63,-4.53,-6.35
3.88,163.6,10.7,1099.7,29,26,29,0,0,0,-6.72,-5.56,-6.33
3.88,167.7,11,1101.1,29,26,29,0,0,0,-3.85,-5.55,-6.42
3.8,127.1,13.1,1099.7,29,26,29,0,0,0,-8.02,-5.63,-5.97
3.84,136.8,13.4,1100.3,30,26,29,0,0,0,-5.77,-5.42,-5.89
3.8,187.4,13.4,1099.3,29,26,29,0,0,0,-4.35,-5.35,-6.14
3.86,182.2,11.7,1098.5,30,26,30,0,0,0,-6.07,-4.89,-6.24
3.86,176.5,12.8,1099,30,26,30,0,0,0,-6.1,-4.72,-6.17
3.87,181.7,12,1100.3,30,26,30,0,0,0,-6.16,-4.96,-7.54
3.8,168.7,13,1100.1,30,26,30,0,0,0,-6.12,-4.94,-7.87
3.85,176.5,12.1,1099,30,26,30,0,0,0,-6.25,-4.87,-6.27
3.89,175.3,12.9,1100.2,30,26,30,0,0,0,-8.22,-5.33,-6.13
3.81,178.4,13.2,1101.6,30,26,30,0,0,0,-6.45,-4.94,-6.76
3.8,181.3,13.3,1099,30,26,30,0,0,0,-6.4,-4.67,-6.06
3.82,182,13.4,1100.1,30,26,30,0,0,0,-5.34,-4.86,-7.45
3.89,135.1,13.6,1099,30,26,30,0,0,0,-3.17,-6.05,-6.75
3.8,193.9,10.3,1099.5,29,26,30,0,0,0,-6.58,-3.51,-7.3
3.8,154.2,14.1,1100.5,26,23,27,0,0,0,-5.47,-6.19,-8.34
3.8,196.8,12.6,1101,29,26,30,0,0,0,-3.67,-4.21,-7.2
3.81,125,10.8,1097.9,30,27,31,0,0,0,-7.34,-6.56,-7.19
3.81,163.4,12.1,1099.6,29,26,30,0,0,0,-5.26,-5.67,-7.15
3.8,167.2,11.9,1097.5,29,26,30,0,0,0,-3.77,-5.77,-7.13
3.8,160.9,11.2,1102.7,29,26,30,0,0,0,-3.99,-4.15,-7.15
3.83,164.3,11.3,1099,21,19,23,0,0,0,-4.72,-7.29,-5.78
3.83,124.1,14.3,1098.8,20,17,20,0,0,0,-4.87,-8.13,-3.8
3.82,163.5,14.6,1098.6,20,17,20,0,0,0,-4.93,-4.04,-4.32
3.81,173.3,14.6,1102,23,21,24,0,0,0,-3.61,-4.33,-6.77
3.89,163.3,14.6,1101.5,23,21,24,0,0,0,-5.86,-4.65,-4.17
3.96,143.1,11.3,1102.1,19,16,19,0,0,0,-3.21,-5.85,-6.22
3.96,143.1,11.3,1102.1,19,16,19,0,0,0,-3.21,-5.85,-6.22
3.96,157.3,14.1,1100.5,23,20,23,0,0,0,-6.44,-4.2,-6.26
3.9,134.7,14.8,1096.5,30,27,29,0,0,0,-5.58,-4.15,-6.1
3.92,129.8,14.6,1099.5,29,26,29,0,0,0,-4.14,-4.9,-4.61
3.9,182.1,11.7,1098.2,30,27,30,0,0,0,-3.08,-4.41,-5.56
3.97,148.7,14.9,1095.7,30,27,29,0,0,0,-8.73,-5.73,-5.6
3.95,183.3,14.3,1099.5,20,17,21,0,0,0,-5.77,-4.94,-5.56
3.96,151.6,10.4,1098,29,26,29,0,0,0,-8.26,-4.55,-5.31
3.95,164.2,11.5,1101,24,21,24,0,0,0,-4.43,-6.08,-6.89
3.98,197.4,12.5,1099.5,26,23,26,0,0,0,-3.39,-4.87,-6.86
3.91,126.6,12.7,1098.3,26,23,26,0,0,0,-3.9,-3.44,-6.86
3.95,146.3,13.3,1102.5,27,23,27,0,0,0,-3.66,-6.55,-6.72
3.95,182,10.8,1100.7,20,17,20,0,0,0,-6.52,-5.45,-7.08
3.99,163.3,11.8,1099.6,26,24,27,0,0,0,-7.45,-6.29,-5.94
3.92,186.3,12,1100.2,26,24,27,0,0,0,-4.56,-6.24,-6.31
3.96,189.6,12,1102.7,26,24,27,0,0,0,-5.49,-5.96,-6
3.9,191.4,11.6,1100.3,37,33,36,0,0,0,-8.88,-4.31,-6.69
3.9,161.8,10.1,1100.3,20,17,20,0,0,0,-7.24,-6.36,-7.24
3.98,175.8,10.1,1099,26,23,26,0,0,0,-3.55,-5.01,-6.28
3.93,178.7,10.5,1098.5,24,23,26,0,0,0,-4.94,-5.67,-5.23
3.97,175.5,10.4,1099.8,26,23,26,0,0,0,-6.88,-6.19,-7.4
3.91,183.1,10.4,1099,27,24,27,0,0,0,-4.43,-5.83,-5.6
3.91,190,10.4,1099.3,29,26,29,0,0,0,-6.16,-5.54,-6.59
3.91,151.9,10.2,1100.3,29,26,29,0,0,0,-6.61,-6.22,-6.41
3.9,163.4,10.5,1098.4,29,26,29,0,0,0,-4.88,-6.26,-6.35
3.9,158.7,10.7,1101.5,29,26,29,0,0,0,-3.83,-5.7,-6.43
3.93,164.2,10.8,1099.4,29,26,29,0,0,0,-5.85,-4.16,-6.38
3.96,167,10.9,1100,29,26,29,0,0,0,-5.31,-4.75,-6.34
3.92,151.4,10.9,1100.5,29,26,29,0,0,0,-2.48,-5.79,-6.34
3.96,135.3,11.1,1101.2,29,26,29,0,0,0,-3.9,-4.17,-6.38
3.95,182.9,13.3,1099.3,29,26,29,0,0,0,-8.1,-5.28,-6.03
3.95,179.3,11.8,1098.5,30,26,30,0,0,0,-8.97,-5.2,-6.1
3.99,180.2,13.1,1099.8,30,26,30,0,0,0,-5.06,-5.51,-6.22
3.99,176.8,13.3,1100.2,30,26,30,0,0,0,-6.59,-4.84,-7.5
3.92,145.9,11.2,1100,30,26,30,0,0,0,-3.85,-5.19,-5.48
3.95,154.5,10.4,1099.4,30,27,31,0,0,0,-7.02,-4.6,-7.54
3.97,173.2,10.3,1098.5,29,27,31,0,0,0,-7.02,-5.27,-7.33
3.97,154.5,10.3,1100.8,29,26,30,0,0,0,-4.12,-3.99,-7.34
3.96,199.9,10.1,1104.5,27,26,29,0,0,0,-3.22,-5.13,-7.31
3.9,159.6,14.3,1099,26,24,27,0,0,0,-6.21,-6.26,-5.74
3.97,193,13.1,1100.7,29,26,30,0,0,0,-3.44,-6.22,-6.76
3.96,183,13,1098.5,29,27,30,0,0,0,-5.94,-4.23,-5.22
3.9,160.3,11.4,1100.2,29,26,30,0,0,0,-5.4,-5.58,-7.17
3.99,150,10.9,1100.5,21,19,23,0,0,0,-6.17,-4.74,-8.03
3.96,156.5,10.8,1098.6,21,19,23,0,0,0,-3.68,-6.54,-6.85
3.95,140.8,12,1099.2,23,20,24,0,0,0,-7.54,-5.22,-5.85
3.9,180.9,14.8,1101.3,24,21,24,0,0,0,-4.76,-6.24,-7.31
4.08,181.3,11.6,1099,19,17,20,0,0,0,-6.26,-5.79,-6.21
4,184.7,14.6,1103.25,26,23,27,0,0,0,-6.57,-4.97,-5.99
4.09,189.3,14.6,1099,26,23,27,0,0,0,-3.46,-4.22,-5.91
4,182.3,14.1,1099.5,26,23,27,0,0,0,-3.9,-4.33,-5.08
4,182.3,14.1,1099.5,26,23,27,0,0,0,-3.9,-4.33,-5.08
4,190.1,14.1,1104.1,23,20,23,0,0,0,-6.65,-6.55,-5.13
4,198.6,14,1107,23,20,24,0,0,0,-5.83,-6.79,-6.58
4.05,177.3,14.4,1099.5,29,27,29,0,0,0,-6.79,-4.48,-6.16
4.02,198.1,11.1,1103.4,31,27,30,0,0,0,-5.69,-6.39,-5.87
4.03,179,14.3,1099.5,30,26,29,0,0,0,-5.74,-6.22,-5.9
4.08,195.8,14.3,1100.2,30,27,29,0,0,0,-4.67,-5.45,-5.91
4.08,156,14.4,1100.7,30,27,29,0,0,0,-6.2,-5.65,-5.65
4.01,178.8,11.1,1098,30,26,30,0,0,0,-6.4,-5.47,-4.46
4.01,183.8,11.7,1100.3,24,21,24,0,0,0,-6.98,-3.94,-6.89
4.06,198.2,13.6,1105,30,26,30,0,0,0,-3.93,-5.42,-5.5
4.06,182.7,10.9,1100.7,20,17,20,0,0,0,-6.51,-3.96,-7.2
4.04,183.8,11.2,1099.1,23,20,23,0,0,0,-3.39,-6.32,-5.06
4.02,192.5,11.9,1100.2,26,24,27,0,0,0,-6.65,-5.88,-5.19
4.07,197.7,11.2,1102.1,27,24,27,0,0,0,-3.32,-4.5,-6.01
4.08,189.2,10.5,1100.37,31,27,31,0,0,0,-8.04,-5.5,-5.76
4.02,159.6,10,1101,20,17,20,0,0,0,-5.81,-6.4,-9.88
4.04,157.9,10.1,1099.8,20,17,20,0,0,0,-3.53,-5.63,-4.21
4.07,177.2,10,1100.5,20,17,20,0,0,0,-8.14,-3.21,-5.16
4,181.9,10.1,1099.6,21,19,21,0,0,0,-2.73,-5.72,-7.72
4.08,181.8,10,1098.6,21,19,21,0,0,0,-7.54,-5.67,-4.17
4.05,186.1,10.3,1098.9,23,20,24,0,0,0,-4.35,-6.17,-4.82
4.01,184.5,10.3,1100.9,26,23,26,0,0,0,-6.64,-6.05,-7.79
4.04,183.5,10.4,1100.4,27,23,27,0,0,0,-7.12,-5.6,-7.12
4.04,190.1,10.4,1101.2,27,24,27,0,0,0,-7.36,-4.15,-5.87
4.07,194.5,10.5,1100.5,27,24,27,0,0,0,-6.35,-4.33,-6.76
4.09,183.2,10.3,1101,29,26,29,0,0,0,-5.58,-5.65,-6.77
4.09,193.7,10.3,1100.1,29,26,29,0,0,0,-5.42,-4.57,-6.78
4.09,193.8,10.3,1099,29,26,29,0,0,0,-6.17,-4.63,-6.66
4.06,193.2,10.3,1101.5,29,26,29,0,0,0,-3.48,-5.54,-6.8
4.06,158.8,10.8,1101.3,29,26,29,0,0,0,-3.5,-5.93,-6.46
4.01,171.7,13.5,1100,30,26,29,0,0,0,-7.83,-4.98,-6.04
4,186.3,13.5,1099.8,29,26,29,0,0,0,-8.04,-5.46,-6.2
4,193,12.6,1099.8,30,26,30,0,0,0,-8.28,-3.85,-7.18
4.03,161.9,13,1098.5,30,26,30,0,0,0,-8.34,-3.85,-6.15
4.03,189.6,13.1,1100.8,30,26,30,0,0,0,-6.25,-4.78,-7.06
4.05,178.9,13.1,1100.5,30,26,30,0,0,0,-5.09,-4.97,-7.54
4,173.5,13.2,1100.8,30,26,30,0,0,0,-6.04,-5.21,-7.65
4.05,180.4,13.3,1099.3,30,26,30,0,0,0,-8.94,-4.49,-7.4
4.04,188,13.4,1099.5,30,26,30,0,0,0,-6.34,-4.86,-5.89
4.08,178.7,12.5,1099.2,30,26,30,0,0,0,-5.88,-4.76,-6.02
4.01,162,12.2,1100.2,30,26,30,0,0,0,-5.24,-4.7,-5.65
4,153.5,13,1099.2,30,26,30,0,0,0,-4.89,-4.77,-6.97
4.08,180.1,10.4,1099,30,27,31,0,0,0,-4.05,-6.33,-7.58
4.04,195.9,10.5,1101.2,29,27,31,0,0,0,-3.49,-5.99,-7.29
4.01,175.1,10.1,1099.5,29,27,31,0,0,0,-4.24,-5.6,-7.35
4,170.5,10.7,1101,29,26,30,0,0,0,-4.15,-5.92,-7.31
4.04,177.4,10.3,1099.6,29,26,30,0,0,0,-3.66,-6.03,-7.29
4.04,197,10,1100.5,27,26,29,0,0,0,-5.26,-5.5,-7.29
4,182.9,14.5,1101.7,26,23,27,0,0,0,-5.62,-6.19,-8.31
4,196.5,14.4,1100.5,26,23,27,0,0,0,-5.51,-4.4,-6.28
4,179.6,14.1,1100,26,23,27,0,0,0,-4.11,-4.72,-5.8
4.01,155.9,14.1,1100.7,26,24,27,0,0,0,-6.14,-3.93,-7.6
4.02,183,13.8,1099.5,27,26,29,0,0,0,-5.88,-4.1,-5.35
4,181.3,12.8,1101,29,26,30,0,0,0,-5.34,-6.18,-7.18
4.09,197.7,13,1101.5,29,26,30,0,0,0,-4.93,-5.58,-7.2
4,190.8,10.7,1099.5,30,27,31,0,0,0,-6.84,-5.94,-7.68
4.05,142.2,13.6,1100.4,30,27,30,0,0,0,-4.8,-3.79,-6.1
4,87.5,13.4,1100,27,24,27,0,0,0,-5.88,-5.17,-7.28
4.07,191.1,12.9,1098.2,27,24,27,0,0,0,-6.27,-6.35,-6.1
4.05,198.6,14.3,1103,33,30,34,0,0,0,-6.37,-5.07,-6.96
4,173.4,14.3,1100.4,33,30,33,0,0,0,-6.93,-5.16,-6.83
4.17,163.3,14.8,1099.9,33,29,30,0,0,0,-8.01,-6.15,-4.95
4.1,163.1,14.7,1099.5,29,26,27,0,0,0,-5.95,-5.86,-5.47
4.18,190,11.7,1098.2,30,27,30,0,0,0,-3.81,-5.74,-5.52
4.1,179.8,11.7,1099.5,30,27,30,0,0,0,-4.21,-5.94,-5.56
4.19,175.4,13,1100,31,27,30,0,0,0,-5.58,-5.64,-5.82
4.13,199.4,11.5,1102.5,30,26,30,0,0,0,-5.81,-3.67,-5.53
4.1,175.4,11.6,1100.1,24,21,24,0,0,0,-3.04,-5.95,-6.44
4.12,198.9,12,1103.2,26,23,26,0,0,0,-4.19,-6.29,-7.71
4.16,184.3,10.9,1100.7,20,17,20,0,0,0,-3.88,-5.95,-4.28
4.1,180,11.2,1099.1,23,20,23,0,0,0,-6.14,-4.33,-6.2
4.16,192.4,11.2,1102.1,27,24,27,0,0,0,-4.42,-5.79,-5.95
4.11,188.4,11.7,1102.1,27,24,27,0,0,0,-2.12,-6.11,-5.9
4.15,188.2,11.8,1102.1,27,24,27,0,0,0,-6.22,-5.99,-5.39
4.15,199.7,11.9,1102.1,27,24,27,0,0,0,-4.35,-5.85,-6.12
4.12,182.3,10.2,1099,20,19,21,0,0,0,-8.09,-5.51,-4.42
4.17,188.1,10.2,1099.3,21,19,21,0,0,0,-2.64,-5.69,-4.44
4.12,175.7,10.5,1100.3,27,24,27,0,0,0,-3.37,-5.56,-5.9
4.1,173.6,10.4,1099.5,27,24,27,0,0,0,-6.29,-5.72,-7.07
4.19,178.5,10.4,1099.8,27,24,27,0,0,0,-6.31,-5.65,-7.06
4.16,189.6,10.1,1101,27,24,27,0,0,0,-3.56,-5.54,-5.77
4.17,167.2,10.5,1100.5,29,26,29,0,0,0,-5.6,-5.67,-6.32
4.12,170,10.7,1101,29,26,29,0,0,0,-4,-5.71,-6.41
4.11,186.8,11,1099.5,29,26,29,0,0,0,-5.87,-4.13,-6.36
4.19,172.9,11,1100,29,26,29,0,0,0,-5.56,-5.09,-6.42
4.18,162.2,11,1099.1,29,26,29,0,0,0,-1.85,-4.59,-6.46
4.19,137.7,11,1099,29,26,29,0,0,0,-7.03,-6.32,-6.37
4.16,173.4,12.9,1099.6,30,26,30,0,0,0,-5.34,-4.83,-6.16
4.11,198.2,13.2,1100.5,30,26,30,0,0,0,-8.38,-3.59,-7.52
4.12,195.2,13.3,1099.5,30,26,30,0,0,0,-6.25,-4.77,-6.01
4.12,175.9,12.5,1101,30,26,30,0,0,0,-6.17,-5.06,-6.23
4.13,151.8,13.2,1099.3,30,26,30,0,0,0,-7.15,-5.06,-5.81
4.17,153.9,11.6,1100.5,30,26,30,0,0,0,-7.96,-4.67,-6.39
4.16,144.6,13.3,1099,30,26,30,0,0,0,-8.29,-3.52,-6.93
4.18,177.3,10.3,1098.3,27,26,30,0,0,0,-2.86,-3.79,-7.27
4.12,180.2,10.7,1101,30,27,31,0,0,0,-3.74,-5.9,-7.49
4.17,172.7,11.9,1100.5,29,26,30,0,0,0,-4.16,-5.69,-7.08
4.17,152.7,12,1095,23,21,24,0,0,0,-7.64,-5.54,-6.1
4.16,145.1,13,1101.7,26,23,27,0,0,0,-3.9,-6.26,-7.79
4.16,145.1,13,1101.7,26,23,27,0,0,0,-3.9,-6.26,-7.79
4.2,180.9,14.5,1097.4,26,23,27,0,0,0,-3.28,-4.15,-6.66
4.23,197.2,14.5,1101.45,26,23,27,0,0,0,-6.85,-3.69,-5.91
4.23,193.5,14.6,1100.5,26,23,27,0,0,0,-3.76,-4.33,-5.91
4.23,193.5,14.6,1100.5,26,23,27,0,0,0,-3.76,-4.33,-5.91
4.22,197.9,11.7,1098.2,30,27,30,0,0,0,-3.17,-4.89,-5.73
4.22,189.3,11.7,1099.5,29,27,30,0,0,0,-4.28,-5.74,-5.35
4.2,183.3,10.1,1099.5,33,29,31,0,0,0,-4.05,-6.13,-5.47
4.27,199.1,11.2,1099.1,23,20,23,0,0,0,-4.62,-4.36,-4.99
4.2,178.8,12.1,1099.6,26,23,26,0,0,0,-5.94,-6.43,-6.07
4.2,197.9,12.1,1100,27,24,27,0,0,0,-5.2,-4.31,-5.55
4.28,175.9,14.1,1100.2,34,30,33,0,0,0,-5.55,-5.81,-5.12
4.27,166,10,1100,20,17,20,0,0,0,-8.06,-4.57,-5.26
4.28,174.8,10.1,1098.5,21,19,21,0,0,0,-2.78,-5.74,-5.31
4.28,191.1,10.2,1100.1,21,19,21,0,0,0,-5.16,-5.81,-9.29
4.23,186.9,10.2,1099.4,21,19,21,0,0,0,-8.32,-5.2,-5.4
