Wind speed,Output power,Nacelle temperature,Generator speed,Pitch motor temperature 1,Pitch motor temperature 2,Pitch motor temperature 3,Pitch angle 1,Pitch angle 2,Pitch angle 3,Pitch torque 1,Pitch torque 2,Pitch torque 3
2.84,78,18.8,1099.5,34,31,33,0,0,0,-4.94,-6.98,-5.35
2.88,83.5,19.1,1100.5,34,31,33,0,0,0,-4.39,-5.62,-5.35
2.8,69.2,19.2,1100.3,34,31,33,0,0,0,-4.26,-6.99,-5.35
2.56,89.3,19.4,1100,34,31,33,0,0,0,-4.37,-6.72,-5.35
2.64,77.1,18.9,1099.8,34,31,31,0,0,0,-5.01,-5.53,-5.63
2.6,66.8,18.7,1099.5,34,31,33,0,0,0,-9.46,-5.53,-5.78
2.3,67.6,18.4,1100,34,31,33,0,0,0,-4.56,-7.11,-5.17
2.5,58.2,17.9,1100,34,31,33,0,0,0,-4.2,-7.25,-5.33
2.84,60.3,17.6,1100,34,31,33,0,0,0,-8.7,-7.07,-5.33
2.32,57.5,18,1100,34,31,33,0,0,0,-4.05,-7.21,-5.24
2.76,70.1,18.5,1100.2,34,31,33,0,0,0,-7.39,-5.71,-5.24
2.31,62.7,18.7,1099.5,34,31,33,0,0,0,-4.62,-7.22,-5.24
2.21,58.4,18.8,1099,34,31,33,0,0,0,-9.62,-5.55,-5.24
2.45,58.6,18.8,1099.9,34,31,33,0,0,0,-9.45,-7.23,-5.24
2.5,55.8,18.8,1100.1,34,31,33,0,0,0,-4.01,-7.29,-5.24
2.4,63.2,18.8,1100,34,31,33,0,0,0,-6.58,-6.79,-5.38
2.66,63.5,18.8,1100,34,31,33,0,0,0,-4.26,-7.19,-6.01
2.5,75,18.6,1100,34,31,31,0,0,0,-10.15,-5.47,-5.34
2.82,71.4,18.5,1098.9,34,31,33,0,0,0,-4.28,-7.02,-5.34
2.65,69.5,18.4,1100.5,34,31,33,0,0,0,-9.71,-5.47,-5.39
2.89,74,18.6,1099.8,34,31,33,0,0,0,-4.16,-7.09,-5.39
2.56,59.5,18.6,1098.5,34,31,33,0,0,0,-4.3,-5.69,-5.39
2.5,61.7,18.8,1100,34,31,33,0,0,0,-4.01,-6.99,-5.39
2.31,60.4,18.8,1099.5,34,31,33,0,0,0,-9.13,-7.03,-5.39
2.5,60.9,18.8,1099.5,34,31,33,0,0,0,-4.01,-5.9,-5.39
2.74,70.4,18.8,1100,34,31,33,0,0,0,-4.42,-7.19,-5.39
2.83,79.2,18.8,1099.8,34,31,33,0,0,0,-4.26,-5.61,-5.39
2.6,63.3,18.8,1099.8,34,31,33,0,0,0,-4.2,-7.29,-5.39
2.49,61.5,18.8,1100,34,31,33,0,0,0,-4.72,-7.02,-5.39
2.85,93.2,19.1,1100.2,34,31,31,0,0,0,-4.67,-6.83,-5.74
2.57,74.6,19,1099.7,34,31,33,0,0,0,-8.59,-5.07,-5.31
2.45,76.8,19,1098.5,34,31,31,0,0,0,-8.45,-7.05,-5.24
2.48,70.5,18.9,1099.5,34,31,33,0,0,0,-4.19,-6.72,-5.71
2.42,86.6,18.2,1100,34,31,33,0,0,0,-6.85,-7.11,-5.17
2.92,68.5,15.1,1098.2,33,29,31,0,0,0,-5.31,-5.6,-4.94
1.18,50.7,15.5,1101.5,33,29,31,0,0,0,-3.93,-5.44,-5.41
1.4,8.7,15.5,1098.7,33,29,31,0,0,0,-8.33,-7.2,-5.16
2.45,28.9,15.6,1100.1,33,29,31,0,0,0,-4.41,-7.02,-6.19
2.22,47,15.8,1101.7,33,29,31,0,0,0,-5.79,-5.81,-4.97
1.98,31.7,16.1,1100.5,33,29,31,0,0,0,-8.98,-6.9,-5.41
2.5,73.3,15.2,1099.2,26,23,24,0,0,0,-6.95,-4.9,-6.64
2.44,71.9,15.1,1101.2,26,23,24,0,0,0,-2.16,-3.37,-6.84
2.75,85.7,15.3,1099.7,26,23,24,0,0,0,-7.25,-5.19,-5.13
2.75,106.2,15.2,1101,26,23,24,0,0,0,-2.95,-6.03,-7.14
1.42,27.4,15.1,1097.8,26,23,24,0,0,0,-6.73,-5.22,-4.35
2,24,15.6,1099,26,23,26,0,0,0,-3.8,-5.35,-4.81
2.26,39.4,16.9,1100.9,26,23,26,0,0,0,-4.63,-6.77,-8.25
2.4,47,17,1098.3,26,23,26,0,0,0,-5.71,-5.52,-2.03
2,65.8,16.2,1102.3,27,23,26,0,0,0,-7.27,-6.47,-7.83
2.7,89.3,16.5,1098.5,26,23,26,0,0,0,-5.38,-6.95,-6.99
2.93,81.4,16.7,1102.3,26,23,26,0,0,0,-4.57,-6.97,-7.93
2.65,42.6,17,1098.7,26,23,26,0,0,0,-2.94,-5.22,-3.36
2.4,53.6,17.1,1100.5,27,23,26,0,0,0,-2.12,-5.69,-4.4
1.79,12.3,17.5,1103.4,27,23,26,0,0,0,-1.14,-4.56,-5.31
2.16,31.4,17.5,1099.8,27,23,26,0,0,0,-8.91,-4.27,-4.4
2,74.1,17.6,1101,27,23,26,0,0,0,-3.01,-5.38,-5.4
2.26,14.9,17.7,1098.7,27,23,26,0,0,0,-7.36,-4.92,-3.58
2.3,26.6,16.4,1098.5,24,21,24,0,0,0,-4.05,-5.19,-4.86
1.2,10.2,16.9,1099.5,24,21,24,0,0,0,-6.22,-3.51,-3.13
2.13,39.4,17.3,1099.3,24,23,24,0,0,0,-6.03,-4.43,-6.59
1.7,77.8,17.2,1099.7,24,21,24,0,0,0,-6.2,-4.23,-6.2
2.26,41.5,17.4,1100.1,24,21,24,0,0,0,-5.56,-6.31,-8.12
2.36,6.7,17.7,1100.5,24,21,24,0,0,0,-6.63,-5.39,-7.08
2.4,37.9,17.9,1098.9,24,21,24,0,0,0,-4.4,-5.07,-3.1
2.5,66.6,16.6,1099.2,23,20,21,0,0,0,-5.96,-5.74,-2.16
1.7,25.4,16.7,1099.6,23,19,21,0,0,0,-4.15,-6.2,-2.1
2.4,10.5,16.5,1099.6,23,20,21,0,0,0,-3.92,-3.93,-8.57
2.23,54.1,16.1,1100.2,23,20,23,0,0,0,-7.11,-6.01,-2.22
2.67,93.2,16.1,1098.6,23,20,23,0,0,0,-6.19,-4.14,-4.56
2,18.9,16.1,1099,23,20,23,0,0,0,-3.41,-6.49,-4.85
1.88,20.1,16.2,1100.7,23,20,23,0,0,0,-6.01,-5.03,-6.37
2.51,61.9,16.9,1098.2,23,20,23,0,0,0,-6.22,-5.23,-2.83
2,77.4,17.1,1096.3,23,20,24,0,0,0,-4.35,-5.92,-2.62
2.62,86.6,17,1098.5,24,21,24,0,0,0,-3.62,-5.78,-6.13
2.2,26.8,17.2,1100.2,24,21,24,0,0,0,-6.81,-1.87,-3.8
1.77,4.6,17.3,1100,24,21,24,0,0,0,-5.67,-5.01,-7.88
2.05,47,17.3,1100,24,21,24,0,0,0,-3.74,-5.44,-3.65
2.7,65.9,17.1,1098.4,24,21,24,0,0,0,-6.97,-4.58,-2.99
2.45,12.7,17.5,1099.3,24,21,24,0,0,0,-3.56,-5.3,-1.98
2,38,17.3,1100.1,24,21,24,0,0,0,-7.47,-5.54,-3.29
2.02,22,17.7,1097.3,24,21,24,0,0,0,-6.79,-1.8,-3.21
2.32,38.6,17.3,1101.3,24,21,24,0,0,0,-4.8,-5.62,-6.85
2.22,37.9,17,1101.5,24,21,24,0,0,0,-5.53,-6.16,-7.24
1.86,26.8,15,1099,23,20,23,0,0,0,-2.44,-6.31,-2.9
2.4,69.9,15.1,1098.8,23,20,23,0,0,0,-7.38,-4.86,-3.87
2.92,65.6,15.2,1099.3,23,20,23,0,0,0,-5.08,-5.87,-3.87
2.26,81.9,15.2,1098.2,23,20,23,0,0,0,-7.38,-5.39,-4.51
2.48,79.6,15.1,1099.5,23,20,24,0,0,0,-6.76,-5.06,-6.59
2.64,76.9,15.2,1101.2,24,21,24,0,0,0,-2.81,-6.16,-7.68
2.89,109.3,15.3,1100.7,24,21,24,0,0,0,-6.95,-5.49,-6.63
2.6,88.7,15.3,1099.8,26,23,26,0,0,0,-3.34,-5.31,-6.83
2.7,89.7,15.3,1099.3,26,23,26,0,0,0,-7.06,-5.35,-5.92
2.66,75.6,15.4,1099.6,26,23,26,0,0,0,-2.85,-5.35,-6.19
2.84,78.4,15.4,1099,26,23,26,0,0,0,-6.06,-5.35,-5.04
2.55,79.9,15.6,1100.4,26,23,26,0,0,0,-6.49,-5.59,-6.06
2.87,100.5,15.7,1099.5,26,23,26,0,0,0,-7.09,-4.69,-5.74
2.19,62.7,15.3,1099.8,26,23,27,0,0,0,-5.6,-5.53,-5
2.61,71.7,15.1,1101,26,23,27,0,0,0,-7.08,-6.12,-5.78
2.4,43.3,15.2,1098.5,26,23,27,0,0,0,-3.27,-5.06,-6.73
2.14,71.2,15.1,1101,27,23,27,0,0,0,-4.74,-6.49,-8.51
2.61,74,15,1099,26,23,27,0,0,0,-7.48,-4.92,-5.24
2.88,94.1,15.2,1099,26,24,27,0,0,0,-3.82,-6.38,-5.62
2.2,89.9,15.2,1099.6,26,23,27,0,0,0,-7.76,-3.97,-5.85
2.23,86.6,15.2,1101.7,27,24,27,0,0,0,-7.17,-4.66,-6.12
2.56,92.2,15.2,1099.9,27,24,27,0,0,0,-7.29,-4.58,-5.38
2.3,86.6,15.1,1100,29,26,29,0,0,0,-6.13,-5.53,-5.72
2.8,111.9,15.2,1101.2,29,26,29,0,0,0,-7.13,-4.21,-5.89
1.9,68.4,15.2,1099.7,29,26,29,0,0,0,-2.96,-5.54,-6.82
1.96,71.1,15.3,1101.8,29,26,29,0,0,0,-7.41,-5.36,-5.9
1.9,26.3,15.4,1099.7,29,26,29,0,0,0,-7.6,-3.66,-6.93
1.92,14.3,15.5,1099.3,29,26,29,0,0,0,-7.61,-4.97,-5.9
1.63,24.6,15.4,1100.2,29,26,29,0,0,0,-8.09,-3.4,-5.73
2,23.1,15.5,1100.5,29,26,29,0,0,0,-1.88,-4.62,-6.77
1.2,7.3,15.7,1100.8,29,26,29,0,0,0,-6.63,-5.62,-7.41
2,39,15.8,1099.7,29,26,29,0,0,0,-6.93,-5.35,-6.02
2.54,58,15.5,1100.2,29,26,29,0,0,0,-4.12,-5.63,-7.86
2.4,46.6,15.3,1099.5,29,26,29,0,0,0,-4.53,-6.33,-5.73
2.04,63,15.2,1101.2,29,26,29,0,0,0,-7.37,-4.37,-5.94
1.58,35.7,15.4,1100.8,29,26,29,0,0,0,-3.6,-5.6,-5.58
1.63,26.2,15.3,1101,29,26,30,0,0,0,-7.31,-6.37,-6.88
2.93,52.7,15.8,1100.5,29,26,29,0,0,0,-2.28,-4.97,-5.16
2.4,72.7,15.1,1100.5,29,26,30,0,0,0,-4.42,-6.17,-7.69
1.92,42.3,15.2,1100.5,29,26,30,0,0,0,-6.15,-6.29,-5.78
1.84,38.5,15,1098.8,30,26,30,0,0,0,-1.4,-4.72,-5.68
2.19,47.4,15.1,1098.5,29,27,30,0,0,0,-2.55,-4.69,-6.01
1.9,46,15.1,1099.2,29,27,30,0,0,0,-7.79,-4.46,-6.49
2,50.5,15.1,1100,29,26,30,0,0,0,-1.8,-4.37,-6.69
2,65.2,15.1,1100,29,26,30,0,0,0,-6.83,-4.1,-6.2
2.2,46.4,15.1,1097.5,29,27,30,0,0,0,-2.83,-6.64,-5.05
2.36,82.4,15.2,1100.8,29,26,30,0,0,0,-4.44,-6.64,-7.45
2.25,117.6,15.1,1100.2,29,27,30,0,0,0,-5.83,-6,-4.68
2.5,132.6,15,1102,30,27,30,0,0,0,-6.18,-6.33,-5.51
2.91,115.9,15.4,1099.7,30,27,30,0,0,0,-5.06,-5.92,-5.92
2.2,79,15.5,1101,30,27,30,0,0,0,-6.47,-4.51,-5.91
2.09,59.9,15.8,1099.9,30,27,30,0,0,0,-6.82,-5.61,-6.04
2.32,47.1,15.8,1099.5,29,27,30,0,0,0,-2.09,-5.29,-6.09
2,47.3,15.8,1100.4,30,27,30,0,0,0,-7.53,-4.47,-5.8
2.2,41.1,15.9,1099.8,30,27,30,0,0,0,-6.99,-5.93,-5.91
1.72,40,15.7,1101.3,30,27,30,0,0,0,-5.99,-6.19,-7.18
1.6,35.8,15.7,1099.5,30,27,30,0,0,0,-4.56,-5.68,-5.2
2.4,42.1,15.7,1100.8,30,27,30,0,0,0,-4.67,-6.14,-6.94
2.2,37,15.6,1100,30,27,30,0,0,0,-3.28,-6.63,-6.08
2.35,47.4,15.7,1100,30,27,30,0,0,0,-5.93,-6.05,-6.81
2.48,49.2,15.8,1099.7,30,27,30,0,0,0,-4.1,-5.58,-5.96
2.3,51.7,15.8,1100.9,30,27,30,0,0,0,-3.64,-6.04,-6.81
2.37,48.7,16,1099.7,30,27,30,0,0,0,-4.3,-5.82,-6.06
2.2,39.1,15.8,1099.5,30,27,30,0,0,0,-6.86,-5.54,-6.15
2.1,40.4,15.8,1099.5,30,27,30,0,0,0,-2.28,-4.59,-6.61
2.21,44.1,16,1099.3,30,27,30,0,0,0,-6.89,-5.51,-6.04
2.69,52.7,16.1,1099.7,30,27,30,0,0,0,-6.37,-6.23,-6.93
2.41,43.6,16.1,1099.2,30,27,31,0,0,0,-7.11,-5.38,-6.61
2.2,39.3,16.1,1099.7,30,27,30,0,0,0,-7.04,-5.39,-5.94
1.8,31.3,16.2,1100.7,30,27,30,0,0,0,-4.2,-6.22,-6.99
2.14,29.9,16.2,1101,30,27,30,0,0,0,-3.62,-6.2,-6.95
2.01,23.7,16.1,1099.7,30,27,30,0,0,0,-7.28,-5.32,-6.75
2.06,21.2,16.1,1100.7,30,27,30,0,0,0,-5.69,-6.17,-7.12
2.42,40.4,15.3,1099,19,16,19,0,0,0,-2.1,-4.69,-2.63
2.5,44.7,15.3,1099,19,16,19,0,0,0,-5.08,-7.01,-8.75
2.78,40,15.4,1099.9,19,16,20,0,0,0,-2.15,-4.76,-6.99
2.61,47.5,15.3,1097.5,19,16,19,0,0,0,-5.6,-5.15,-3.55
2,7.6,15.9,1099.9,20,17,20,0,0,0,-7.83,-4.72,-4.33
2.27,97.3,15.9,1105.3,20,17,20,0,0,0,-4.88,-7.1,-8.75
2.47,81,15.9,1100.4,20,17,20,0,0,0,-5.81,-6.82,-8.9
2.38,56.8,16.1,1098.6,20,17,20,0,0,0,-1.87,-5.41,-6.17
2.8,94.9,16.2,1101.5,20,17,20,0,0,0,-6.38,-7.12,-7.37
2.14,52.8,16.1,1099.9,20,17,20,0,0,0,-2.32,-5.31,-6.58
2.16,70.2,15.8,1102,20,17,20,0,0,0,-5.87,-5.37,-3.53
2.37,85.4,15.4,1103,21,19,21,0,0,0,-6.08,-5.65,-3.83
2.61,61.5,15.6,1099,20,17,21,0,0,0,-7.72,-3.51,-5.28
1.95,21,15.9,1099.3,21,19,21,0,0,0,-8.22,-4.6,-4.2
2.49,31.8,15.9,1098.5,21,19,21,0,0,0,-5.68,-7.02,-9.57
2.7,82.4,16.2,1098.8,21,19,21,0,0,0,-8.27,-4.18,-5.03
2.2,29.6,16.3,1099,21,19,23,0,0,0,-8.17,-3.5,-4.42
2.91,101.2,16.3,1100.7,21,19,23,0,0,0,-6.48,-6.56,-8.45
2.01,1.3,16.6,1098.7,23,20,23,0,0,0,-1.4,-5.13,-4.62
2.67,33.6,16.8,1100.3,23,19,23,0,0,0,-7.15,-4.33,-5.74
1.55,4.4,16.5,1101,23,20,23,0,0,0,-6.87,-6.28,-6.79
2.28,39.1,15,1099.5,30,26,30,0,0,0,-3.55,-6.67,-7.41
2.22,39.2,15.1,1099.7,30,26,30,0,0,0,-4.59,-5.97,-6.24
2.4,46.8,15.2,1099.5,30,26,30,0,0,0,-5.81,-4.78,-7.2
2.06,37.1,15.1,1099.2,30,26,30,0,0,0,-8.67,-6.38,-5.94
2.2,41.7,15.1,1100,30,26,30,0,0,0,-8.7,-6.44,-6.26
2.4,69,15.2,1100.6,30,26,30,0,0,0,-8.77,-4.93,-7.36
2.9,101.9,15.1,1099.5,30,26,30,0,0,0,-5.05,-5.61,-6.06
2.6,78.4,15,1098.5,30,26,30,0,0,0,-4.05,-5.82,-7.42
2.19,43.8,15,1100.4,30,26,30,0,0,0,-5.93,-6.24,-5.74
1.97,17.8,15.2,1099.6,30,26,30,0,0,0,-8.49,-5.06,-6.17
2.37,67,15.1,1099.3,30,26,30,0,0,0,-8.91,-6.04,-5.98
2.28,42.9,15,1098.5,30,26,30,0,0,0,-9.5,-6.38,-6.47
2.37,72.5,15.4,1100.8,30,26,30,0,0,0,-5.45,-5.04,-5.85
2.83,90.3,15.6,1100,30,26,30,0,0,0,-8.44,-4.56,-7.02
2.78,69,15.6,1102,30,26,30,0,0,0,-5.53,-4.71,-6.26
2.47,76.9,15.3,1101.7,30,26,30,0,0,0,-5.47,-5.89,-7.6
2,40.7,15.2,1101.7,30,26,30,0,0,0,-4.49,-6.46,-6.38
2.44,68.1,15.4,1099.6,30,26,30,0,0,0,-8.93,-4.89,-7.18
2.2,35.9,15.5,1099,30,26,29,0,0,0,-5.26,-5.58,-6.74
2.23,44.2,15.5,1100,30,26,30,0,0,0,-5.35,-5.47,-7.29
2.11,52.4,16,1101.2,30,26,30,0,0,0,-4.74,-6.07,-5.92
2.92,80.5,15.9,1099.5,30,26,30,0,0,0,-3.82,-6.01,-7.4
2.53,60.3,15.8,1099.5,29,26,30,0,0,0,-9.25,-4.51,-7.2
2.16,35.8,16.1,1100.7,30,26,30,0,0,0,-4.7,-6.26,-6.63
2.2,54.9,16,1099.8,30,26,30,0,0,0,-5.14,-6.04,-6.32
2.3,59.2,15.8,1101.5,30,26,30,0,0,0,-4.87,-6.27,-5.8
2.5,88.5,16.1,1101.2,30,26,30,0,0,0,-4.58,-5.85,-7.33
2.25,61,16.1,1098.1,30,26,30,0,0,0,-5.53,-6.21,-6.13
2.44,63.1,15.9,1101.2,30,26,30,0,0,0,-7.88,-4.98,-7.24
2.5,84,15.9,1100.5,30,26,30,0,0,0,-5.37,-6.13,-7.51
1.53,30,15.7,1098.5,30,26,30,0,0,0,-8.86,-4.92,-6.1
1.9,22.3,15.9,1100.2,30,26,30,0,0,0,-4.38,-6.95,-7.18
2.09,45.2,16.1,1098.5,30,26,30,0,0,0,-4.59,-5.98,-6.01
2.9,64.6,16.1,1099,30,26,30,0,0,0,-4.07,-6.33,-7.21
1.92,34.6,16.2,1101.2,30,26,30,0,0,0,-4.49,-6.22,-5.86
2.52,104.7,16.4,1101,30,26,30,0,0,0,-5.86,-5.51,-6.12
1.51,8.7,16.2,1099,29,26,30,0,0,0,-5.38,-6.45,-5.82
2.2,31.7,16.5,1100.7,30,26,30,0,0,0,-5.31,-6.18,-5.93
2.39,56.2,16.7,1099.7,30,26,30,0,0,0,-8.97,-5.01,-6.19
2.5,42.8,16.6,1099.4,30,26,30,0,0,0,-4.8,-6.2,-6.12
2.53,70.9,16.8,1101.7,29,26,30,0,0,0,-3.88,-6.17,-6.76
2.3,38.5,16.6,1100,30,26,30,0,0,0,-5.28,-5.04,-5.6
2.4,61.8,16.8,1100.3,30,26,30,0,0,0,-4.58,-6.1,-6.32
2.46,85.2,16.5,1102.3,30,26,30,0,0,0,-4.92,-6.02,-6.61
2.6,65.8,15.7,1099.7,30,26,30,0,0,0,-5.35,-5.78,-6.12
2.9,99.6,15,1098.8,30,26,30,0,0,0,-6.12,-4.46,-6.06
2.37,79,15.7,1102.4,30,26,29,0,0,0,-5.25,-6.1,-7.14
2.26,95.9,16,1102,30,26,30,0,0,0,-4.14,-6.67,-5.64
2.56,108.5,16.1,1098,30,26,30,0,0,0,-8.98,-5.91,-5.79
2.2,58.5,16.1,1099.8,30,26,30,0,0,0,-9.02,-5.79,-5.94
2.81,97.3,16.5,1099.5,30,26,30,0,0,0,-4.7,-5.5,-7.36
2.7,111.8,16.4,1100,30,26,30,0,0,0,-4.73,-6.1,-6.13
2.85,104.6,16.5,1100.3,30,26,30,0,0,0,-4.92,-5.76,-7.21
2.51,98.6,16.5,1101,30,26,30,0,0,0,-6.59,-5.87,-5.99
2.3,58.7,16.8,1100.3,30,26,30,0,0,0,-4.32,-5.67,-7.59
2.5,51.1,16.8,1101.3,30,26,30,0,0,0,-5.31,-5.85,-5.84
2,35.6,16.8,1099.6,30,26,30,0,0,0,-6.48,-4.7,-7.25
2.66,79.2,17,1099.7,30,26,30,0,0,0,-6.46,-6.06,-5.61
2,29.4,17,1100.1,30,26,30,0,0,0,-4.12,-5.91,-7.31
2.27,35,17.4,1099,29,26,30,0,0,0,-8.02,-4.47,-7.16
1.8,33.8,17.6,1099.5,30,26,30,0,0,0,-4.28,-6.24,-6.79
2,19,17.5,1100.5,30,26,30,0,0,0,-8.6,-4.55,-6.6
2.25,77.6,17.4,1104,30,26,30,0,0,0,-4.07,-5.85,-6.45
2.88,78.6,17.1,1100.5,30,26,30,0,0,0,-3.2,-5.75,-6.86
2.42,61.7,17.8,1100,30,26,30,0,0,0,-5.14,-6.08,-7.48
2.58,96.9,17.5,1101.1,30,26,30,0,0,0,-5.62,-5.6,-6.07
1.7,46.3,17.3,1100.7,30,26,30,0,0,0,-7.58,-6.08,-6.09
2.3,73.7,17.5,1101,30,26,30,0,0,0,-8.63,-6.08,-5.98
2.21,42.6,17.9,1100.5,30,26,30,0,0,0,-7.92,-6.04,-5.67
2.73,83.7,17.8,1097.3,29,26,30,0,0,0,-8.34,-5.76,-6
2.4,64.5,17.5,1099.5,30,26,30,0,0,0,-5.82,-4.92,-7.02
2.93,109,16.4,1098.5,30,26,30,0,0,0,-9.12,-5,-7.48
2.69,67.5,16.1,1101.3,30,26,30,0,0,0,-5.18,-6.04,-7.25
2,56.2,17.5,1103,30,26,30,0,0,0,-5.76,-6.04,-6.31
2.9,103.5,17.7,1098.1,30,26,30,0,0,0,-6.13,-4.62,-5.99
2.88,75.1,17.5,1098.2,30,26,30,0,0,0,-5.75,-5.9,-7.35
1.81,60.5,17.4,1098.3,30,26,30,0,0,0,-8.16,-4.64,-6.76
2.56,120.8,17.3,1101,30,26,30,0,0,0,-6.35,-4.6,-5.76
2.43,75.2,17.6,1103.2,30,26,30,0,0,0,-3.95,-4.89,-6.35
2.25,89.9,18.2,1100,30,26,30,0,0,0,-8.67,-3.97,-7.45
2.79,99.9,18.6,1099.2,30,26,30,0,0,0,-5.41,-4.77,-5.72
1.59,34.7,18.4,1100,30,26,30,0,0,0,-3.96,-6.24,-6.47
2.89,73.8,18.1,1098.5,30,26,30,0,0,0,-7.81,-4.13,-7.61
2.45,85.6,17.9,1100.3,30,26,30,0,0,0,-5.76,-4.83,-5.94
2.73,115,17.9,1099,30,26,30,0,0,0,-4.52,-5.2,-7.39
2.56,105.6,17.8,1100.5,30,26,30,0,0,0,-5.63,-5.56,-7.12
2.9,124.6,17.8,1100,30,26,30,0,0,0,-5.64,-5.98,-7.16
2.62,82,16.5,1100.7,30,26,30,0,0,0,-9.3,-4.5,-7.04
1.93,41.6,16.4,1100.1,30,26,30,0,0,0,-5.11,-5.06,-5.47
2.4,91.3,17.2,1099,30,26,30,0,0,0,-5.44,-4.93,-5.94
2.63,151.8,18.1,1098.3,30,26,30,0,0,0,-6.26,-4.74,-5.96
2.65,97.9,18.1,1099.8,30,26,30,0,0,0,-5.47,-5.74,-6.21
2.1,88.5,18.7,1098.6,30,26,30,0,0,0,-7.99,-4.07,-7.58
2,87.1,18.5,1099.7,30,26,30,0,0,0,-5.78,-5.83,-5.87
2.92,134.4,17.1,1100.7,30,26,30,0,0,0,-8.24,-5.69,-6.79
2.51,88.2,16.8,1100.3,30,26,30,0,0,0,-8.82,-5.8,-6.88
2.87,151.8,17,1096.5,30,26,30,0,0,0,-8.4,-4.95,-7.43
2.08,74.2,19.3,1102.8,31,27,31,0,0,0,-6.95,-6.17,-5.45
2.2,51.6,19.3,1097.6,31,27,31,0,0,0,-8.61,-6.26,-6.53
2.22,99.4,19.3,1099.8,31,27,31,0,0,0,-9.02,-6.13,-5.95
2.2,109.6,19.5,1101.5,31,27,30,0,0,0,-8.81,-5.83,-5.83
2.64,104.8,19.3,1103.7,31,27,30,0,0,0,-4.78,-6.24,-6.89
2.5,95.3,19.7,1099.3,31,27,31,0,0,0,-7.9,-4.67,-6.92
2.89,90.2,18.5,1097.1,31,27,31,0,0,0,-8.74,-4.03,-7.41
2.36,130.8,19.2,1100,31,27,31,0,0,0,-6.74,-5.65,-5.69
2.29,71.8,19.5,1099.5,31,27,31,0,0,0,-5.17,-6.49,-6.59
2,123.8,19.5,1103.3,30,27,31,0,0,0,-5.19,-6.15,-7.76
2.56,65.1,19.5,1099.5,31,27,31,0,0,0,-4.2,-6.34,-7.34
1.95,54,18.9,1099.8,31,27,31,0,0,0,-4.08,-6.17,-7.11
2.4,73,18.7,1100.7,31,27,31,0,0,0,-5.85,-4.98,-5.65
2.86,73.6,18.5,1098.3,31,27,31,0,0,0,-4.05,-6.92,-7.12
2.48,47.6,18.7,1099,31,27,30,0,0,0,-7.85,-5.4,-5.89
2.81,120.7,18.8,1100.3,31,27,31,0,0,0,-5.57,-4.74,-6.24
2.78,96.5,19,1100.6,31,27,31,0,0,0,-5.12,-6.67,-6.85
2.67,152,19.9,1097.2,31,27,31,0,0,0,-3.97,-6.01,-5.49
2.41,35,19.5,1098.5,31,27,31,0,0,0,-4.46,-6.44,-6.6
2.12,0.3,19.8,1099,31,27,31,0,0,0,-8.55,-5.75,-6.07
1.91,81.2,19.6,1098,31,27,31,0,0,0,-5.57,-5.08,-5.75
2.64,74,19.6,1098.8,31,27,31,0,0,0,-6.88,-4.43,-7.04
1.82,80.3,19.2,1101,31,27,31,0,0,0,-5.13,-5.61,-6.17
2.16,4.7,19.7,1099.5,31,27,31,0,0,0,-6.82,-5.07,-6.27
2.56,92.3,19.4,1100.5,31,27,31,0,0,0,-5.9,-6.51,-7.03
2.31,128.5,19.1,1099.5,31,29,31,0,0,0,-5.31,-6.56,-7.58
2.68,95.9,19.7,1099.5,33,29,31,0,0,0,-8.65,-4.44,-6.35
2.75,99.9,19.4,1099.8,33,29,31,0,0,0,-5.42,-4.7,-6.2
2.01,48.3,19.6,1100.8,33,29,31,0,0,0,-4.53,-6.63,-7.32
2.4,44.8,19.5,1098.5,31,29,31,0,0,0,-3.31,-5.19,-6.2
1.87,0.7,19.2,1099,31,29,31,0,0,0,-3.92,-6.22,-6.21
2.21,69.6,19.4,1099.6,33,29,33,0,0,0,-5.03,-5.97,-6.13
2.62,78.5,19.2,1099.7,33,29,33,0,0,0,-7.82,-6.23,-5.77
2.55,70.9,19.2,1100.8,33,29,31,0,0,0,-8.24,-6.09,-6.25
1.98,83.8,19.6,1097.3,33,29,33,0,0,0,-6,-6.56,-6.28
1.87,64.7,19.9,1101,33,29,33,0,0,0,-8.82,-5.89,-6.2
2.5,56.9,19,1099.5,33,29,33,0,0,0,-5.01,-5,-6.01
2.06,47.8,19.8,1100.2,33,29,33,0,0,0,-8.17,-6.1,-5.88
2.2,73.9,19.8,1103.9,33,29,33,0,0,0,-6.22,-5.44,-7.24
2.71,104.9,19.4,1099,33,29,33,0,0,0,-6.28,-4.74,-6.03
1.1,25.4,16.6,1101,30,29,33,0,0,0,-5.78,-4.83,-6.68
2.2,65,15.7,1099,30,29,33,0,0,0,-5.46,-5.98,-5.53
2.7,54.4,15.7,1098.7,17,16,19,0,0,0,-7.69,-3.08,-4.62
1.98,82.4,15.2,1099.5,17,16,19,0,0,0,-7.79,-4.66,-4.88
2,39.6,15.3,1099.5,19,17,20,0,0,0,-8.24,-6.87,-5.01
2.25,104.7,15.1,1104.5,20,17,21,0,0,0,-6.63,-2.74,-4.79
2.4,48.1,15,1097.2,20,19,21,0,0,0,-3.04,-6.71,-2.98
2.54,90.4,15.4,1099.2,20,19,21,0,0,0,-4.28,-8.37,-5.74
2.4,61.3,15.8,1099.1,20,19,21,0,0,0,-2.64,-6.47,-6.75
